ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,問題Question,Team Name (Hide),x,y
18,a33167eb-da70-4f0a-8015-a2b2556cd95e,2/12/2023 7:26:14 AM,hkggatut138,2/12/2023 7:26:14 AM,hkggatut138,correct,YTH 007S,0,0
19,48950714-db40-4855-8f41-d7b99a73841c,2/12/2023 7:42:16 AM,hkggatut124,2/12/2023 7:42:16 AM,hkggatut124,correct,YTH 019S,0,0
20,e363c0fb-ab8f-4822-8713-589f2a7ced0d,2/12/2023 7:45:40 AM,hkggatut114,2/12/2023 7:45:40 AM,hkggatut114,correct,YTH 009S,0,0
21,994c1d0e-3a4e-4f71-82e0-3f3bfae7cbd7,2/12/2023 7:45:44 AM,hkggatut115,2/12/2023 7:45:44 AM,hkggatut115,correct,YTH 010S,0,0
22,c5f06a60-668f-4aaa-8edb-13760cd05ba3,2/12/2023 7:48:35 AM,hkggatut136,2/12/2023 7:48:35 AM,hkggatut136,correct,YTH 005,0,0
23,90240e65-d638-4d47-89ea-dc56bfc6e19b,2/12/2023 7:48:35 AM,hkggatut114,2/12/2023 7:48:35 AM,hkggatut114,correct,YTH 009S,0,0
24,fd0dc8a3-5eec-4505-86d6-648a53de57d7,2/12/2023 7:48:36 AM,hkggatut137,2/12/2023 7:48:36 AM,hkggatut137,correct,YTH 006,0,0
25,e827b372-073f-4ea6-86d8-710050210110,2/12/2023 7:48:37 AM,hkggatut120,2/12/2023 7:48:37 AM,hkggatut120,correct,YTH 015S,0,0
26,19882b16-1d76-4038-87b1-4869652cc866,2/12/2023 7:49:58 AM,hkggatut127,2/12/2023 7:49:58 AM,hkggatut127,correct,YTH 022,0,0
27,eb680c5e-893d-4d21-8e8e-8ab9aa3aae3b,2/12/2023 7:50:05 AM,hkggatut139,2/12/2023 7:50:05 AM,hkggatut139,correct,YTH 008S,0,0
28,492df38e-e821-48ef-8529-f1a887cc1e35,2/12/2023 7:50:13 AM,hkggatut121,2/12/2023 7:50:13 AM,hkggatut121,correct,YTH 016S,0,0
29,457df7d1-a41d-4329-85d1-6f89980a9e33,2/12/2023 7:52:00 AM,hkggatut119,2/12/2023 7:52:00 AM,hkggatut119,correct,YTH 014S,0,0
30,1d07828b-4ec6-43cc-8a9e-16cb0fdba3f7,2/12/2023 7:52:39 AM,hkggatut118,2/12/2023 7:52:39 AM,hkggatut118,correct,YTH 013S,0,0
31,24c45fb4-4da2-4378-8be5-97327df34038,2/12/2023 7:55:47 AM,hkggatut107,2/12/2023 7:55:47 AM,hkggatut107,correct,YTH 002,0,0
32,5c2cacf6-7b04-4f53-88dc-69edc3449cb9,2/12/2023 7:56:38 AM,hkggatut108,2/12/2023 7:56:38 AM,hkggatut108,correct,YTH 003,0,0
33,8f61282e-0170-44d5-8f6a-e9d11e1245ae,2/12/2023 7:57:16 AM,hkggatut106,2/12/2023 7:57:16 AM,hkggatut106,correct,YTH 001,0,0
34,b559f3d7-be87-446a-8fd8-76de6276a5c0,2/12/2023 7:59:22 AM,hkggatut123,2/12/2023 7:59:22 AM,hkggatut123,correct,YTH 018S,0,0
35,ec69a642-2cbd-4ad9-82f7-aa81a0cba96c,2/12/2023 8:04:45 AM,hkggatut123,2/12/2023 8:04:45 AM,hkggatut123,correct,YTH 018S,0,0
36,7d3155d7-d52b-410d-8c06-290893f1bed5,2/12/2023 8:11:51 AM,hkggatut117,2/12/2023 8:11:51 AM,hkggatut117,correct,YTH 012S,0,0
37,cc258884-ee09-4550-85e3-20c5111a9634,2/12/2023 8:24:44 AM,hkggatut122,2/12/2023 8:24:44 AM,hkggatut122,correct,YTH 017S,0,0
38,f6aaddd1-a2b2-4d53-80ca-ffe34820d830,2/12/2023 8:32:40 AM,hkggatut108,2/12/2023 8:32:40 AM,hkggatut108,correct,YTH 003,0,0
39,2277d763-ac6c-4d32-8b02-adaa6841ff3e,2/12/2023 8:32:48 AM,hkggatut114,2/12/2023 8:32:48 AM,hkggatut114,correct,YTH 009S,0,0
40,0d99e20f-80e0-4d52-8af5-97ae3d96a080,2/12/2023 8:45:06 AM,hkggatut108,2/12/2023 8:45:06 AM,hkggatut108,correct,YTH 003,0,0
