ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,問題Question,Team Name (Hide),x,y
13,bbc59d55-d4b1-4abb-83dc-d679d61a0d23,2/12/2023 6:18:49 AM,hkggatut108,2/12/2023 6:18:49 AM,hkggatut108,correct,YTH 003,0,0
14,668abaf0-0b35-4610-8daf-7a959cf18ee4,2/12/2023 6:28:55 AM,hkggatut106,2/12/2023 6:28:55 AM,hkggatut106,correct,YTH 001,0,0
15,82784ac0-85a3-4d23-82b0-128666e57b41,2/12/2023 6:32:14 AM,hkggatut120,2/12/2023 6:32:14 AM,hkggatut120,correct,YTH 015S,0,0
16,49a1b00f-95e5-46f1-85da-d87cba1f3987,2/12/2023 6:42:16 AM,hkggatut114,2/12/2023 6:42:16 AM,hkggatut114,correct,YTH 009S,0,0
17,c5485cf2-1c3f-4de6-8cef-28cbfb0362b7,2/12/2023 6:45:36 AM,hkggatut119,2/12/2023 6:45:36 AM,hkggatut119,correct,YTH 014S,0,0
18,aa8470dd-28c2-448c-8f88-74374f8f68c3,2/12/2023 6:49:55 AM,hkggatut136,2/12/2023 6:49:55 AM,hkggatut136,correct,YTH 005,0,0
19,73342276-4384-4469-81b5-ef82351cb90e,2/12/2023 6:50:21 AM,hkggatut137,2/12/2023 6:50:21 AM,hkggatut137,correct,YTH 006,0,0
20,0d364683-0c66-4384-8afc-e1975def9d36,2/12/2023 6:52:12 AM,hkggatut124,2/12/2023 6:52:12 AM,hkggatut124,correct,YTH 019S,0,0
21,3274d2a7-2e97-45a3-81f0-e65acff6d3a1,2/12/2023 6:56:30 AM,hkggatut138,2/12/2023 6:56:30 AM,hkggatut138,correct,YTH 007S,0,0
22,62a3730d-72d0-4c29-89ec-0a73c61de4c6,2/12/2023 7:18:07 AM,hkggatut127,2/12/2023 7:18:07 AM,hkggatut127,correct,YTH 022,0,0
23,b604f015-4727-4279-88bf-bfe154abf4c1,2/12/2023 7:35:58 AM,hkggatut118,2/12/2023 7:35:58 AM,hkggatut118,correct,YTH 013S,0,0
